,id,name,state,city,price,location,facility,environment,food&drink,service,promotion,advice
0,OEQrPxeku4BfHMCSi8UASQ,Chandler Cinemas,AZ,Chandler,0.0,0.25,0.7184348481307284,0.7499468464981323,0.817063492063492,-0.0625,0.3125," The rating of  food&drinks, promotion of your cinema is higher than median. 
 The rating of  location, facility, environment, service of your cinema is lower than median. 
 The customers are expecting better service. Your cinema may not be in the best area. 
 Food and drinks here provides customers a great experience."
1,zRV7bzP_CfTg-_R9U-VsVg,Visulite Theatre,NC,Charlotte,2.1959253246753248,2.88452380952381,10.09393890475621,6.22324591451239,6.494557694289838,1.5486904761904763,0.0," The rating of  price, location, facility, environment, food&drinks, service of your cinema is higher than median. 
 Your cinema has done a great job, but there's still something you can improve. The customers are expecting better service. Your customers are complaining about the price. 
 The facilities make your customers comfortable. Food and drinks here provides customers a great experience."
2,pDA8NJUwGl1IoLDeaVfo0Q,AMC Ridge Park Square Cinema 8,OH,Brooklyn,0.46979166666666666,0.45,0.8598611111111112,0.47410714285714284,0.13333333333333333,0.6833333333333335,0.0," The rating of  price, facility, environment, food&drinks, service of your cinema is lower than median. 
 Better food and drinks can make your cinema more competitive. Your cinema may not be in the best area. 
"
3,jobP3ywRd3QNZ_GCoPG2DQ,Brenden Theatres,NV,Las Vegas,28.600357386236208,11.998633297258298,51.88760893874527,15.285582285395968,11.361692073799214,16.8930821458634,4.270277777777777," The rating of  price, location, facility, environment, food&drinks, service, promotion of your cinema is higher than median. 
 Your cinema has done a great job, but there's still something you can improve. More promotion plans may attract more customers. Better food and drinks can make your cinema more competitive. 
 The facilities make your customers comfortable. Your customers are pleased with the price."
4,A0dDYy7DWik6BzDX6LnOtg,Harkins Theatres Estrella Falls 16,AZ,Goodyear,4.6422279341029355,2.7003246753246755,39.537033513353,21.725187372606793,13.977069554673724,14.882123015873022,0.7652777777777777," The rating of  price, location, facility, environment, food&drinks, service, promotion of your cinema is higher than median. 
 Your cinema has done a great job, but there's still something you can improve. More promotion plans may attract more customers. Your cinema may not be in the best area. 
 The facilities make your customers comfortable. Your cinema has create a pleasant environment for the customers."
5,7sxqtPS736gtgDqs5updkg,Cinémathèque Québécoise,QC,Montréal,0.0,0.35,1.06,-0.2,0.35,0.0,0.0," The rating of  location, facility, environment, food&drinks of your cinema is lower than median. 
 It's helpful if your can create a better environment. Your cinema may not be in the best area. 
"
6,pi1DHl64UzYXkVuSwvsUwg,Tropicana Cinemas,NV,Las Vegas,11.65723730618428,1.8742361111111108,20.37352352988483,7.084984423810315,7.106659885644848,6.925480399230398,4.601713564213564," The rating of  price, location, facility, environment, food&drinks, service, promotion of your cinema is higher than median. 
 Your cinema has done a great job, but there's still something you can improve. Your cinema may not be in the best area. More promotion plans may attract more customers. 
 The facilities make your customers comfortable. Your customers are pleased with the price."
7,A0FLFsqkGK59l2WPhi93mg,The Belmont Drive-In Theater,NC,Belmont,0.3408333333333334,1.36,0.820669191919192,1.001291148088023,1.573611111111111,0.0,0.9085000000000001," The rating of  location, food&drinks, promotion of your cinema is higher than median. 
 The rating of  price, facility, environment of your cinema is lower than median. 
 Your customers are complaining about the price. You should improve the facilities. 
 Food and drinks here provides customers a great experience. The location of your cinema is great."
8,xk-wr22nYDo72CMun8EqHg,Cinemagic Squirrel Hill Theatre,PA,Pittsburgh,0.2833333333333333,0.0,0.9301851851851852,0.5534722222222223,0.0,0.0,0.0," The rating of  price, facility, environment of your cinema is lower than median. 
 Your customers are complaining about the price. It's helpful if your can create a better environment."
9,6V7xWC3xpzFX4CMQjmDVsA,La Chapelle,QC,Montréal,-0.024999999999999994,0.43333333333333335,0.15185185185185182,0.3416666666666667,0.0,0.375,0.0," The rating of  price, location, facility, environment, service of your cinema is lower than median. 
 Your customers are complaining about the price. You should improve the facilities. 
"
